法规名称,法条号,内容,时效性,一级效力级别,二级效力级别,地域(含市),实施日期,失效日期,地域,详情链接,法条ID,法规ID,标签,相似度评分,类型
中华人民共和国刑法(2023修正),第六十八条,　【立功】犯罪分子有揭发他人犯罪行为，查证属实的，或者提供重要线索，从而得以侦破其他案件等立功表现的，可以从轻或者减轻处罚；有重大立功表现的，可以减轻或者免除处罚。,现行有效,法律,法律,中央,20240301,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/aecabfbe6b0843642509a7f1ff865413?text=68,aecabfbe6b0843642509a7f1ff865413_68,aecabfbe6b0843642509a7f1ff865413,"['财税##司法及单行法律专题法规##刑法与刑事诉讼法（经济）', '财税##其他法律法规##其他法律', '财税##外汇管理法规', '金融法##金融犯罪', '上市公司法##刑事责任', '财税##其他法律法规', '未成年保护##校园霸凌', '财税##司法及单行法律专题法规', '金融法', '企业法', '证券行业法规', '未成年保护', '财税##税收法规##税收征收管理', '未成年保护##家庭暴力', '企业法##刑事风险', '财税##税收法规', '财税', '上市公司法', '上市公司法##上市公司']",0.8775006,1
最高人民法院公布保障民生第二批典型案例,,"　　2002年10月9日下午，被告人周某与同案人邓小勇（已被判刑）经预谋至上海市虹古路380弄10号403室被害人潘红亮暂住处，用封箱胶带捆绑被害人潘红亮手脚，并持刀威胁，抢劫被害人潘红亮人民币650元、价值人民币1，760元的波导牌S2000型移动电话一部以及银行储蓄卡一张，并威逼被害人提供储蓄卡密码，随后持该储蓄卡至银行提取人民币1，200元。随后，周某离开上海，辗转于广东东莞等地，胆战心惊地过了5年多的时间。期间，其同案犯被警方抓获，并被判处有期徒刑十年。　　2007年12月，周某在深圳帮教志愿者王金云创办的“中华失足者热线”上留言，倾诉心中的苦闷与压抑。2008年3月21日，被告人周某最终鼓起勇气在王多金云的陪伴下前往上海公安机关投案自首。　　裁判结果
　　法院认为，被告人周某以非法占有为目的，伙同他人采用暴力方法入户抢劫公民财物，其行为已构成抢劫罪，依法应当承担刑事责任。被告人周某犯罪时不满十八周岁，具有自首情节，确有悔改表现，依法减轻处罚。被告人周某自愿认罪，并对被害人的经济损失作了退赔，公诉机关的指控事实清楚，证据确实充分。",现行有效,司法解释,指导案例,,20140319,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/fc62b855331fe804ba27cade784ba173,,fc62b855331fe804ba27cade784ba173,[],0.840950916,2
最高人民检察院发布7起“弘扬宪法精神落实宪法规定”典型案例,,"二人诱使驾驶员高某某将出租车开至郊外，趁高某某不备，用携带的铁棍猛打高某某，致其死亡，抢得手机1部逃离现场。被告人孔某春明知其弟弟孔某某涉嫌抢劫罪，仍资助孔某某现金，并唆使其到外地躲藏。　　【案件办理情况】
　　2003年12月，法院作出刑事附带民事判决，认定孔某树、孙某某犯抢劫罪，分别判处死刑、无期徒刑；孔某春犯窝藏罪，判处有期徒刑三年缓刑四年。孔某树不服，提出上诉，二审法院作出刑事裁定，维持原判。　　被害人父亲高某不服，提出孙某某作案时已年满18周岁，应改判其死刑等理由，向江苏省检察机关提出申诉。江苏省检察机关审查认为申诉人的申诉理由不能成立，予以审查结案。高某仍不服，向最高检提出申诉。最高检认为申诉人的申诉理由不能成立，不予支持，审查结案。　　为增加办理刑事申诉案件透明度，提高办案质量和司法公信力，解开申诉人的心结、法结，最高检举行公开听证。承办检察官针对申诉人提出的问题，作出说明。其中详细解释了为何推定孙某某不满18周岁。参加听证的监督员认为，原审判决程序合法，定性准确，符合法律和相关司法解释的规定。",现行有效,司法解释,指导案例,,20191203,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/713d0ae888ba0d87a592f8f003105cb0,,713d0ae888ba0d87a592f8f003105cb0,[],0.6266244,2
最高人民法院、最高人民检察院关于办理抢夺刑事案件适用法律若干问题的解释,第四条,"　抢夺公私财物，具有下列情形之一的，应当认定为刑法第二百六十七条规定的“其他特别严重情节”： 
　　（一）导致他人死亡的； 
　　（二）具有本解释第二条第三项至第十项规定的情形之一，数额达到本解释第一条规定的“数额特别巨大”百分之五十的。",现行有效,司法解释,联合发布司法解释,中央,20131118,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/923f915545a06fff9705336ae243ae40?text=4,923f915545a06fff9705336ae243ae40_4,923f915545a06fff9705336ae243ae40,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.61887192,1
最高人民法院、最高人民检察院关于办理抢夺刑事案件适用法律若干问题的解释,第三条,"　抢夺公私财物，具有下列情形之一的，应当认定为刑法第二百六十七条规定的“其他严重情节”： 
　　（一）导致他人重伤的； 
　　（二）导致他人自杀的； 
　　（三）具有本解释第二条第三项至第十项规定的情形之一，数额达到本解释第一条规定的“数额巨大”百分之五十的。",现行有效,司法解释,联合发布司法解释,中央,20131118,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/923f915545a06fff9705336ae243ae40?text=3,923f915545a06fff9705336ae243ae40_3,923f915545a06fff9705336ae243ae40,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.571822536,1
最高人民检察院关于印发第五批指导性案例的通知,第二条,"陈邓昌入户盗窃后，被被害人当场发现，意图抗拒抓捕，当场使用暴力威胁被害人不许其喊叫，然后逃离案发现场，依法应当认定为“入户抢劫”。原判决未认定陈邓昌所犯的抢劫罪具有“入户”情节，系适用法律错误，应当予以纠正。检察机关抗诉意见成立，予以采纳。据此，依法判决：撤销一审判决对陈邓昌抢劫罪量刑部分及决定合并执行部分；判决陈邓昌犯抢劫罪，处有期徒刑十年，并处罚金人民币一万元，犯盗窃罪，处有期徒刑一年九个月，并处罚金二千元，决定执行有期徒刑十一年，并处罚金一万二千元。　　【要旨】
　　1．对于入户盗窃，因被发现而当场使用暴力或者以暴力相威胁的行为，应当认定为“入户抢劫”。　　2．在人民法院宣告判决前，人民检察院发现被告人有遗漏的罪行可以一并起诉和审理的，可以补充起诉。　　3．人民检察院认为同级人民法院第一审判决重罪轻判，适用刑罚明显不当的，应当提出抗诉。　　【相关法律规定】
　　《中华人民共和国刑法》第二百六十三条、第二百六十四条、第二百六十九条、第二十五条、第六十九条；《中华人民共和国刑事诉讼法》第二百一十七条、第二百二十五条第一款第二项。　　郭明先参加黑社会性质组织、故意杀人、故意伤害案",现行有效,司法解释,指导案例,,20140910,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/bcacd18827f57ad06202a965411145df?text=2,bcacd18827f57ad06202a965411145df_2,bcacd18827f57ad06202a965411145df,[],0.521569524,1
最高人民检察院关于印发最高人民检察院第六批指导性案例的通知,,"　　最高人民检察院关于印发最高人民检察院第六批指导性案例的通知
　　（高检发研字[2015]3号）
　　各省、自治区、直辖市人民检察院，军事检察院，新疆生产建设兵团人民检察院：
　　经2015年7月1日最高人民检察院第十二届检察委员会第三十七次会议决定，现将马世龙（抢劫）核准追诉案等四个指导性案例印发你们，供参照适用。　　最高人民检察院
　　2015年7月3日
　　马世龙（抢劫）核准追诉案
　　（检例第20号）
　　【关键词】
　　核准追诉 后果严重 影响恶劣
　　【基本案情】
　　犯罪嫌疑人马世龙，男，1970年生，吉林省公主岭市人。　　1989年5月19日下午，犯罪嫌疑人马世龙、许云刚、曹立波（后二人另案处理，均已判刑）预谋到吉林省公主岭市苇子沟街獾子洞村李树振家抢劫，并准备了面罩、匕首等作案工具。5月20日零时许，三人蒙面持刀进入被害人李树振家大院，将屋门玻璃撬开后拉开门锁进入李树振卧室。马世龙、许云刚、曹立波分别持刀逼住李树振及其妻子王某，并强迫李树振及其妻子拿钱。李树振和妻子王某喊救命，曹立波、许云刚随即逃离。马世龙在逃离时被李树振拉住，遂持刀在李树振身上乱捅，随后逃脱。",现行有效,司法解释,指导案例,,20150703,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/fd0c85eff761d95e7d0ea43853d37426,,fd0c85eff761d95e7d0ea43853d37426,[],0.47605284000000003,2
最高人民检察院、国家外汇管理局关于印发外汇领域行刑反向衔接典型案例的通知,,"因其具有退出违法所得、立功等情节，江阴市人民法院依法判处其有期徒刑四年，并处罚金400万元人民币。　　江阴市人民检察院经审查认为，樊某、赵某某、罗某某实施了《中华人民共和国刑法》第二百二十五条第四项规定的行为，但三人犯罪情节轻微，已退出违法所得，且具有自首、从犯、立功等情节，依据《中华人民共和国刑事诉讼法》第一百七十七条第二款规定，于2024年10月21日对三人作出不起诉决定。　　【行刑反向衔接情况】
　　审查核实。江阴市人民检察院经审查认为，现有证据可以认定樊某等三人利用销售境外保险渠道以境内外“对敲”的方式，从事营利性的变相买卖外汇、非法介绍买卖外汇的违法行为，违反了《中华人民共和国外汇管理条例》第四十五条的规定。对于樊某等三人还存在的未营利的非法介绍买卖外汇行为，也应依照外汇管理规定依法追究行政责任。　　会商协作。江阴市人民检察院在上级检察院指导下与外汇管理部门围绕本案行政违法事实认定、行政处罚必要性、后续反向衔接相关程序等进行会商协作：1.明确移送证据标准。",现行有效,司法解释,指导案例,,20250422,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/c54c2e11ade49b1b5b2368fee10084de,,c54c2e11ade49b1b5b2368fee10084de,[],0.437190168,2
最高人民法院发布2022年十大毒品(涉毒)犯罪典型案例,,　　安徽省阜阳市中级人民法院一审根据公安机关出具的立功材料，错误认定被告人邱山喜检举揭发他人犯罪属实，具有重大立功表现，据此从轻判处邱山喜无期徒刑。安徽省高级人民法院二审维持原判。裁判发生法律效力后，安徽省高级人民法院发现原审裁判认定事实和适用法律确有错误，经再审改判邱山喜死刑。最高人民法院对本案进行了死刑复核。　　法院认为，被告人邱山喜明知是海洛因而伙同他人贩卖、运输，其行为已构成贩卖、运输毒品罪。在共同犯罪中，邱山喜提起犯意，纠集他人参与出资，自行完成购买、运输毒品行为，起主要作用，系主犯。邱山喜贩卖、运输毒品数量大，社会危害大，罪行极其严重，且其曾因犯走私毒品罪被判处刑罚，系毒品再犯，应依法从重处罚。邱山喜检举范某某贩卖毒品的线索系通过贿买的非法手段获取，根据《最高人民法院关于处理自首和立功若干具体问题的意见》（以下简称《自首立功意见》）第四条的规定，不能认定为具有立功表现。据此，依法对被告人邱山喜改判并核准死刑，剥夺政治权利终身，并处没收个人全部财产。　　罪犯邱山喜已于2022年6月15日被依法执行死刑。　　三、典型意义,现行有效,司法解释,指导案例,,20220625,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/5fe807e25f128ca1dd21c2e5cc9f3a76,,5fe807e25f128ca1dd21c2e5cc9f3a76,[],0.360155796,2
全国检察机关依法惩治盗抢犯罪典型案例,,"当日上午8时许，张家口市公安机关在张家口市区将彭某某拦截抓获，当场扣押被抢车辆和手机。　　4月27日，石家庄市桥西区公安分局立案侦查。因案发后刘某伤情严重无法进行询问，彭某某到案后对抢劫杀人一事矢口否认。桥西区人民检察院介入侦查引导取证，与公安机关共同对案件进行分析研究，制定了详细的侦查取证计划。公安机关先后调取了大量客观性证据，并对苏醒后的被害人进行了远程询问，彭某某涉嫌抢劫犯罪的事实逐渐清晰。5月4日，桥西区公安分局以彭某某涉嫌抢劫罪向桥西区人民检察院提请批准逮捕。案件承办检察官依法讯问了犯罪嫌疑人，依据提前介入掌握情况，经综合分析全案证据认为，彭某某为进一步劫取被害人车辆实施持刀割喉行为应认定为抢劫罪，其虽拒不认罪，但通过现有的书证、物证、监控视频、电子数据等客观性证据可以认定。5月8日，桥西区人民检察院依法对彭某某以涉嫌抢劫罪作出批准逮捕决定。下一步，公安机关将进一步开展侦查取证工作，检察机关将对彭某某依法予以从严从重追诉。　　案例二：浙江省嘉兴市朱某某等4人涉嫌抢劫案
　　犯罪嫌疑人朱某某，男，1984年8月出生，初中文化，湖北天门人，无违法犯罪前科。",现行有效,司法解释,指导案例,,20200515,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/c3b938f01d1b43b8984fa20fbea8e178,,c3b938f01d1b43b8984fa20fbea8e178,[],0.296275596,2
最高人民法院、最高人民检察院关于办理虚假诉讼刑事案件适用法律若干问题的解释,第九条,"　实施刑法第三百〇七条之一第一款行为，未达到情节严重的标准，行为人系初犯，在民事诉讼过程中自愿具结悔过，接受人民法院处理决定，积极退赃、退赔的，可以认定为犯罪情节轻微，不起诉或者免予刑事处罚；确有必要判处刑罚的，可以从宽处罚。 
　　司法工作人员利用职权，与他人共同实施刑法第三百〇七条之一第一款行为的，对司法工作人员不适用本条第一款规定。",现行有效,司法解释,联合发布司法解释,中央,20181001,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/f946bf9a599cb8601b0f90a5bf2d9124?text=9,f946bf9a599cb8601b0f90a5bf2d9124_9,f946bf9a599cb8601b0f90a5bf2d9124,[],0.287646144,1
中共中央纪委办公厅、国家监察委员会办公厅、最高人民检察院办公厅关于印发行贿犯罪典型案例(第二批)的通知,,2014年10月20日，缙云县人民法院判决陆某某犯受贿罪，但系自首且具有立功表现，免予刑事处罚；追缴陆某某违法所得4.82万元，上缴国库。判决作出后，陆某某未上诉，判决生效。　　2019年8月，缙云县监察委员会、缙云县人民检察院在办理某县公安局巡特警大队辅警王某某案件时，发现陆某某有行贿行为。经查，2013年8月，陆某某请托王某某（已判决）帮忙找立功线索，并许诺事后感谢王某某。同年10月8日，陆某某从王某某处得知另案逃犯张某某行踪，遂向公安机关“报案”。事后，陆某某通过第三人送给王某某20万元，王某某予以收受。鉴于此前法院判决认定陆某某具有的立功表现系其通过行贿手段获取，导致原生效裁判错误，2019年8月29日，浙江省缙云县人民检察院就陆某某受贿案提请浙江省丽水市人民检察院抗诉。9月5日，丽水市人民检察院向丽水市中级人民法院提出抗诉；9月24日，丽水市中级人民法院指令缙云县人民法院再审。　　2020年8月17日，浙江省缙云县监察委员会以陆某某涉嫌行贿罪移送审查起诉。9月29日，缙云县人民检察院以陆某某涉嫌行贿罪提起公诉。,现行有效,司法解释,指导案例,,20230312,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/93da7611f378fc35542905186a2d9204,,93da7611f378fc35542905186a2d9204,[],0.280447644,2
最高人民法院办公厅关于印发国家赔偿典型案例的通知,,"江苏省高级人民法院赔偿委员会审理认为，监狱作为刑罚执行机关，对罪犯依法进行监管的同时也负有保障其人格尊严、人身安全等职责，根据国家赔偿法规定精神，监狱对其行为与被羁押人一级视力残疾之间是否存在因果关系负有举证责任。本案最终通过审查南通监狱对此事实的举证责任完成情况，认定赔偿请求人双眼残疾与监狱行为无关。　　8.张留军申请河南省平顶山市中级人民法院重审无罪国家赔偿案〔河南省高级人民法院赔偿委员会（2011）豫法委赔字第6号国家赔偿决定书〕
　　【案情摘要】2005年1月30日，平顶山市公安局石龙区分局以涉嫌故意杀人罪对张留军监视居住。2005年2月4日，该局对张留军刑事拘留，并于同日作出延长拘留期限通知书，对其延长拘留至2005年3月6日。2005年3月3日，该局提请批捕。2005年3月10日，石龙区人民检察院以事实不清、证据不足为由，对张留军不予批捕。次日，石龙区分局作出释放通知书，对张留军采取监视居住措施。2005年5月30日，石龙区分局再次以张留军涉嫌抢劫罪为由提请批捕。2005年6月3日，石龙区人民检察院批准逮捕。石龙区分局于6月4日执行逮捕。",现行有效,司法解释,指导案例,,20121214,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/b05879c62f715cd2ef7c0799a17dc5b3,,b05879c62f715cd2ef7c0799a17dc5b3,[],0.254286804,2
